"Name","Location","SDAHPGLT","Base","Remarks","Zone","Gas","Sector","SubSector","SubSectorN","CargoBase","Trade","Star1","Star2","Star3","HW-SDAHPLT","Algn","PAG","ZonedFor","Detailed","Hard1","Hard2","Hard3","Hard4"
"Fleche","1014","D3438A92","S","","","","BEYOND","F","METCHI' ALGWA","5200","Po","F7 VI","","","DSSRHER","Pc","700","","","","","",""
"Fischer","1016","X4006791","","","R","G","BEYOND","F","METCHI' ALGWA","11100","Na Ni Va","M4 V","M1 D","","XSVDHEI","Pc","112","Dangerous tribal rituals","","","","",""
"Ye'anogh'sha","1020","B3109999","","","A","","BEYOND","F","METCHI' ALGWA","2900","Hi In Na","F5 VI","","","BSVDHEH","Pc","110","Very strict water laws","","","","",""
"Wasichu","1112","B334754A","N","Relay point","","G","BEYOND","F","METCHI' ALGWA","5000","","M5 V","M7 D","","BSTWHMH","Pc","902","","","","","",""
"Nialanwe","1113","AA7A8A95","T","","A","","BEYOND","F","METCHI' ALGWA","3500","Wa","F0 D","","","ALDAHEE","Pc","500","Mercenary base/dictator","","","","",""
"Pointe d'Arret","1115","C2008735","","","","G","BEYOND","F","METCHI' ALGWA","6500","Na Va","M1 V","","","CSVDHME","Pc","404","","","","","",""
"Flare","1116","C3416587","","High volcanic activity","","","BEYOND","F","METCHI' ALGWA","5700","Ni Po","F6 D","","","CSSDHHA","Pc","900","","","","","",""
"De'ne'tah","1118","E4003367","","Snow world","","G","BEYOND","F","METCHI' ALGWA","10700","Lo Ni Va","M3 V","","","ESVDMMA","Pc","102","","","","","",""
"Le Rochfoucauld","1119","E2235558","","","","","BEYOND","F","METCHI' ALGWA","7800","Ni Po","M0 V","","","ESTRMMA","Pc","100","","","","","",""
"Sherkerleb","1215","A200798B","","","","","BEYOND","F","METCHI' ALGWA","5100","Na Va","F0 V","","","ASVDHHH","Pc","620","","","","","",""
"Nyle'n'lancy","1311","A130621A","N","","","","BEYOND","F","METCHI' ALGWA","5000","De Na Ni Po","M1 VI","","","ASTDHLH","Pc","600","","","","","",""
"Delta Centre","1316","A96462A+","","Delta Rs","R","","BEYOND","F","METCHI' ALGWA","3000","Ag Ni","F5 V","","","ALSWHEH","Pc","810","Private research facility","","","","",""
"Kittet'thoui","1318","B9C3376A","2","","","G","BEYOND","F","METCHI' ALGWA","8000","Fl Lo Ni","M6 V","","","BLERMMH","Pc","314","","","","","",""
"Mesawmi","1414","CAA36239","","Sanctuary","","","BEYOND","F","METCHI' ALGWA","7900","Fl Ni","K6 V","M1 D","","CLERHMH","Pc","510","","","","","",""
"Miskahmiqui","1415","A977AB9F","","","","G","BEYOND","F","METCHI' ALGWA","2500","Hi In","F6 D","M2 D","","ALDWHEH","Pc","604","","","","","",""
"Quiatenon","1416","D67A6B86","","","","","BEYOND","F","METCHI' ALGWA","7600","Ni Wa","G6 VI","M7 D","","DMDAHHE","Pe","300","","","","","",""
"Kitengate","1418","B2438A6B","N","","","","BEYOND","F","METCHI' ALGWA","4100","Po","F7 D","M3 D","","BSSRHMH","Pc","200","","","","","",""
"Nuit Noir","1419","D7767884","","Known for its black wine","","G","BEYOND","F","METCHI' ALGWA","5400","Ag","F7 V","M1 D","","DMDWHHR","Pc","814","","","","","",""
"Le Havre","1420","B7954367","M","","","","BEYOND","F","METCHI' ALGWA","5700","Ni","F4 D","","","BMEWMMA","Pc","600","","","","","",""
"Starved Rock","1511","B300300B","","Pr","R","G","BEYOND","F","METCHI' ALGWA","8100","Lo Ni Va","F8 V","","","BSVDMNH","Pc","102","Prison planet","","","","",""
"Modoc","1515","D5001127","","Mining operations","","","BEYOND","F","METCHI' ALGWA","9700","Lo Ni Va","F2 V","M8 D","","DMVDLMA","Pc","400","","","","","",""
"Zterpyll","1516","D6757892","","Wheat & grain exporter","","","BEYOND","F","METCHI' ALGWA","5200","Ag","F3 D","M4 D","","DMDWHER","Pc","700","","","","","",""
"Chichen Itza","1517","B534556A","","","","","BEYOND","F","METCHI' ALGWA","6000","Ni","G6 V","","","BMTWMMH","Pc","600","","","","","",""
"Opawaka","1518","A0005507","S","","","","BEYOND","F","METCHI' ALGWA","4700","As Ni Va","K3 V","","","AAVDMNA","Pc","600","","","","","",""
"Alwameke","1520","CA7A4459","","","","","BEYOND","F","METCHI' ALGWA","6900","Ni Wa","F7 V","M9 D","","CLDAMMH","Pc","500","","","","","",""
"Te'pe'wa","1612","A100370D","","","","G","BEYOND","F","METCHI' ALGWA","7300","Lo Ni Va","M9 V","M8 D","","ASVDMNH","Pc","513","","","","","",""
"Idiot's Delight","1613","B6583038","","","","G","BEYOND","F","METCHI' ALGWA","6800","Lo Ni","G4 V","","","BMSWMMA","Pc","815","","","","","",""
"Hana","1617","E5604863","","Temple ruins","A","","BEYOND","F","METCHI' ALGWA","9300","De Ni","F0 V","","","EMSDMMR","Pc","520","","","","","",""
"Rosebud","1618","D6576771","","Pr","","","BEYOND","F","METCHI' ALGWA","6100","Ag Ni","F6 V","","","DMSWHMI","Pc","500","","","","","",""
"Dianalee","1715","E8684953","S","","","G","BEYOND","G","NORTHEAST MIDDLE BYD","8300","Ni","F0 V","","","ELSWMMR","Pc","212","","","","","",""
"Sigma VII","1716","C8743307","","","","G","BEYOND","G","NORTHEAST MIDDLE BYD","7700","Lo Ni","F8 VI","","","CLDWMNA","Pc","602","","","","","",""
"Port Royal","1718","D8617896","","","","","BEYOND","G","NORTHEAST MIDDLE BYD","7600","Ri","F5 V","M1 D","","DLSDHEE","Pc","700","","","","","",""
"Dorothyellen","1719","C8652607","","","","G","BEYOND","G","NORTHEAST MIDDLE BYD","7700","Lo Ni","G9 V","","","CLSWMNA","Pc","424","","","","","",""
"Norn","1812","D83598DA","N","","","","BEYOND","G","NORTHEAST MIDDLE BYD","6000","Hi","F3 V","M9 D","","DLTWHEH","Pc","910","","","","","",""
"Rusty","1814","C83B88B8","","Outpost","","","BEYOND","G","NORTHEAST MIDDLE BYD","5800","","M8 V","M0 D","","CLTAHEA","Pc","600","","","","","",""
"Caledonia","1815","X88A7891","","","R","","BEYOND","G","NORTHEAST MIDDLE BYD","10100","Ri Wa","K7 V","","","XLDAHEI","Pc","900","Developing culture","","","","",""
"Silbe","1816","B8558796","","","","","BEYOND","G","NORTHEAST MIDDLE BYD","4600","","F1 D","M3 D","","BLSWHEE","Pc","100","","","","","",""
"Morrowvia","1819","E8494743","","","A","","BEYOND","G","NORTHEAST MIDDLE BYD","8300","Ni","F8 D","","","ELSWMMR","Pc","300","Naval warfare","","","","",""
"Pascal Base","1914","A8730807","","","","","BEYOND","G","NORTHEAST MIDDLE BYD","5700","Lo Ni","F8 V","","","ALDRLNA","Pc","000","","","","","",""
"Botany Bay","1915","C8686633","","IDES Pr","R","","BEYOND","G","NORTHEAST MIDDLE BYD","6300","Ag Ni Ri","F3 V","M6 D","","CLSWHMR","Pc","100","Prison planet","","","","",""
"Phyllis's Surrender","2017","E8635506","","Slavers' world","A","","BEYOND","G","NORTHEAST MIDDLE BYD","8600","Ni","K2 V","","","ELSRMNE","Pc","720","Slavers' world","","","","",""
"Steinmetz","2018","D846AAF5","","","","","BEYOND","G","NORTHEAST MIDDLE BYD","4500","Hi In","F7 D","M4 D","","DLSWHEE","Pc","700","","","","","",""
"Ultima","2019","B83C360B","N","","","","BEYOND","G","NORTHEAST MIDDLE BYD","7100","Lo Ni","F2 V","M1 D","","BLTAMNH","Pi","910","","","","","",""
"Carribea Nueva","2020","C84788B7","","","","G","BEYOND","G","NORTHEAST MIDDLE BYD","5700","","F3 V","","","CLSWHEA","Pc","203","","","","","",""
"Revalation","2116","A859120E","2","","","","BEYOND","G","NORTHEAST MIDDLE BYD","6400","Lo Ni","F8 V","M4 D","","ALSWLNH","Pc","210","","","","","",""
"Tanasi","2117","C96685F4","","Sanctuary","","","BEYOND","G","NORTHEAST MIDDLE BYD","6400","Ri","F5 V","M3 D","","CLSWHER","Pc","100","","","","","",""
"Beriel","2118","B837879A","","Relay point","R","G","BEYOND","G","NORTHEAST MIDDLE BYD","5000","","F7 V","M6 D","","BLTWHEH","Pi","504","ISN","","","","",""
"Quandary","2119","E82A597A","M","","","","BEYOND","G","NORTHEAST MIDDLE BYD","9000","Ni Wa","M3 V","M7 D","","ELTAMMH","Pc","700","","","","","",""
"Shangri-La","2311","A86779B9","","","","G","BEYOND","G","NORTHEAST MIDDLE BYD","3900","Ag Ri","F0 D","M4 D","","ALSWHEH","Pg","902","","","","","",""
"Mal'Jlan","2512","B537AA87","","Relay point","A","","BEYOND","H","DARKLING REGIONS","3700","Hi","F7 D","","","BMTWHHA","Pg","320","Dictatorship","","","","",""
"Dismal","2519","B3516879","","","","","BEYOND","H","DARKLING REGIONS","4900","Ni Po","F7 V","","","BSSDHMH","Pc","800","","","","","",""
"Dol Cirith Ungol","2617","B4869989","","","","","BEYOND","H","DARKLING REGIONS","3900","Hi","F9 VI","","","BSDWHHH","Pc","310","","","","","",""
"Lesser Dismal","2619","A5D75978","","","","","BEYOND","H","DARKLING REGIONS","5800","Fl Ni","F8 V","","","AMEWMMA","Pi","900","","","","","",""
"Mal'Zlim","2712","E5165788","","","A","","BEYOND","H","DARKLING REGIONS","8800","Ic Ni","M0 V","K4 D","","EMVWMHA","Pg","520","War","","","","",""
"Normal","2719","C8651FFA","T","GDW preserve","A","","BEYOND","H","DARKLING REGIONS","8000","Lo Ni","F8 V","","","CLSWLEH","Pc","120","Merc base/GDW preserve","","","","",""
"Northstar","2819","DJVVVVV+","2","Ringworld","","","BEYOND","H","DARKLING REGIONS","6000","Fl Hi","F2 V","M6 D","","DLVVVVH","Pc","700","","","","","",""
"Great Dismal","2820","A6M2675B","N","Nominal capital","","","BEYOND","H","DARKLING REGIONS","6100","Fl Ni","A5 V","G0 D","","AMERHMH","Pc","910","","","","","",""
"Mal'Tlan","2912","C8343407","","","A","","BEYOND","H","DARKLING REGIONS","7700","Lo Ni","K6 III","","","CLTWMNA","Pg","320","Lawless","","","","",""
"Mal'Rift","3011","X8999475","","","R","G","BEYOND","H","DARKLING REGIONS","7500","Hi In","F4 D","","","XLEWHME","Pg","503","Mal'Gnar","","","","",""
"Mal'Thys","3012","E87727A4","","","A","","BEYOND","H","DARKLING REGIONS","9400","Lo Ni","F1 D","","","ELDWMER","Pg","920","War","","","","",""
"Rabanitas","122","A869346B","2","ComSentient Grand Hall","","","BEYOND","I","ZYDAR","6100","Lo Ni","F8 VI","","","ALSWMMH","Pc","920","","","","","",""
"Lyrehc","124","E4259348","","Industrial centre","","","BEYOND","I","ZYDAR","5800","Hi In","F5 VI","M8 D","","ESTWHMA","Pc","600","","","","","",""
"George Heap","126","B5586217","","","","","BEYOND","I","ZYDAR","4700","Ag Ni","F7 D","","","BMSWHLA","Pc","700","","","","","",""
"Station Two","222","C5344206","","Genetic Rs","","G","BEYOND","I","ZYDAR","6600","Ni","M1 VI","","","CMTWMNE","Pc","514","","","","","",""
"Demimonde","224","E4050001","","","","","BEYOND","I","ZYDAR","11100","Ba Ic Lo Ni Va","K8 V","","","ESVWLNI","Pc","000","","","","","",""
"Phoenix","225","C666559A","D","","","","BEYOND","I","ZYDAR","6000","Ag Ni","F3 V","M8 D","","CMSWMEH","Pc","320","","","","","",""
"Dizurgo","228","B000229B","S","Rare gems and minerals","","","BEYOND","I","ZYDAR","7100","As Lo Ni Va","M4 D","M1 D","","BAVDMEH","Pc","810","","","","","",""
"J'preall","324","D6A46563","","","","","BEYOND","I","ZYDAR","8300","Fl Ni","K6 VI","M7 D","","DMEWHMR","Pc","300","","","","","",""
"D'Escrime","325","E9680103","","","","","BEYOND","I","ZYDAR","9300","Lo Ni","F8 D","M8 D","","ELSWLNR","Pc","020","","","","","",""
"Aros","326","D8467AB4","","","","","BEYOND","I","ZYDAR","5400","Ag","F2 V","M4 D","","DLSWHER","Pc","510","","","","","",""
"Ufhlug","327","C6452146","","","","","BEYOND","I","ZYDAR","7600","Lo Ni","G9 D","M2 D","","CMSWMME","Pc","310","","","","","",""
"Six Mile Run","329","B57A257B","","Named for sports event","","","BEYOND","I","ZYDAR","7100","Lo Ni Wa","G9 D","M6 D","","BMDAMMH","Pc","410","","","","","",""
"Nur Jehan","330","B3322009","","","","","BEYOND","I","ZYDAR","5900","Lo Ni Po","K2 V","","","BSTRMNH","Pc","520","","","","","",""
"Farhaven","421","B4377627","","Sanctuary","","G","BEYOND","I","ZYDAR","4700","","M5 V","","","BSTWHMA","Pc","304","","","","","",""
"Za'Kass-K'Narr","422","D5523153","","","","G","BEYOND","I","ZYDAR","7300","Lo Ni Po","F5 V","M6 D","","DMSRMMR","Pc","504","","","","","",""
"Vale","425","AAA8887A","S","Internecine strife","A","","BEYOND","I","ZYDAR","5000","Fl","K9 IV","M9 D","","ALEWHMH","Pc","220","Internecine strife","","","","",""
"Battelle","430","A977AB9F","I","Rs","","","BEYOND","I","ZYDAR","2500","Hi In","F1 V","M2 D","","ALDWHEH","Im","600","","","","","",""
"Indian Catalan","524","X8452002","","Gamer's world","","","BEYOND","I","ZYDAR","11200","Lo Ni","F4 V","M4 D","","XLSWMNR","Pc","200","","","","","",""
"Nennemki Alagwa","525","C6478678","S","","","","BEYOND","I","ZYDAR","5800","","F4 VI","","","CMSWHMA","Pc","400","","","","","",""
"Fairweather","526","CACA367C","","Obviously misnamed","A","","BEYOND","I","ZYDAR","9200","Fl Lo Ni Wa","M7 V","M4 D","","CLEAMMH","Pc","500","Dangerous weather pattrns","","","","",""
"Ouished","528","B4766439","T","","","G","BEYOND","I","ZYDAR","4900","Ag Ni","F5 V","","","BSDWHMH","Pc","604","","","","","",""
"Zydhanali","530","B4773488","","","R","","BEYOND","I","ZYDAR","6800","Lo Ni","F6 D","M8 D","","BSDWMHA","Pz","700","","","","","",""
"Baile Atha Cliath","621","E4713458","","","","G","BEYOND","I","ZYDAR","9800","Lo Ni","F1 D","M4 D","   D","ESDDMMA","Pc","101","","","","","",""
"Fortuitous","624","D5962015","","","","G","BEYOND","I","ZYDAR","8500","Lo Ni","F0 VI","M3 D","","DMEWMLE","Pc","303","","","","","",""
"Zydanar","629","E7A35435","","","","","BEYOND","I","ZYDAR","9500","Fl Ni","K7 V","M9 D","","EMERMME","Pz","900","","","","","",""
"Zydtompir","630","A876677A","N","","","","BEYOND","I","ZYDAR","4000","Ag Ni","F7 V","M4 D","","ALDWHMH","Pz","200","","","","","",""
"Xeres","721","B3646876","","Finest sherries in Beyond","","","BEYOND","I","ZYDAR","5600","Ag Ni Ri","G6 V","M0 D","","BSSWHME","Pc","200","","","","","",""
"Cthonia","723","B86A667D","","Seafood delicacies, hunts","","","BEYOND","I","ZYDAR","7300","Ni Ri Wa","F4 D","","","BLSAHMH","Pc","800","","","","","",""
"Kermanshah","724","E4125565","","","","","BEYOND","I","ZYDAR","8500","Ic Ni","A7 VI","","","ESVRMME","Pc","920","","","","","",""
"Zydchvyg","729","CAA78757","","","","","BEYOND","I","ZYDAR","6700","Fl","F7 VI","","","CLEWHMA","Pz","710","","","","","",""
"Zydllyla","730","X8945794","T","","R","","BEYOND","I","ZYDAR","9400","Ag Ni","F1 V","","","XLEWMER","Pz","410","Mercenary base","","","","",""
"Nether Farquahr","821","X9676411","","","R","","BEYOND","I","ZYDAR","10100","Ag Ni Ri","F6 D","M6 D","","XLSWHLI","Pc","510","Developing culture","","","","",""
"Drachenfels","822","XAC84004","","Unique life forms","R","G","BEYOND","I","ZYDAR","11400","Fl Ni","M5 V","M0 D","","XLEWMNR","Pw","103","Dangerous dragons","","","","",""
"Disengage","824","A675423B","","","","","BEYOND","I","ZYDAR","5100","Ni","G4 V","M5 D","","AMDWMMH","Pc","500","","","","","",""
"Abchandler","825","A556522D","M","","","G","BEYOND","I","ZYDAR","4300","Ag Ni","K7 D","M3 D","   D","AMSWMMH","Pc","103","","","","","",""
"Zydia Atropene","828","C5386899","","","","","BEYOND","I","ZYDAR","6900","Ni","M4 V","","","CMTWHEH","Pz","800","","","","","",""
"Zydfalflan","829","X3275565","T","","","","BEYOND","I","ZYDAR","10500","Ni","G8 V","","","XSTWMME","Pz","600","","","","","",""
"Zydar","830","A9669D9A","2","Codominium capital","A","","BEYOND","I","ZYDAR","3000","Hi","F2 V","","","ALSWHEH","Pz","400","Codm cptl/religious dictr","","","","",""
"Xerxes","921","C5263759","","","","","BEYOND","J","MIDDLE BEYOND","7900","Lo Ni","F4 II","M3 D","","CMTWMMH","Pc","900","","","","","",""
"Caveat","923","E5535667","I","","","","BEYOND","J","MIDDLE BEYOND","7700","Ni Po","F8 D","","","EMSRMMA","Im","600","","","","","",""
"Godulas Shrelac","925","C8769767","","","","","BEYOND","J","MIDDLE BEYOND","3700","Hi In","K2 VI","","","CLDWHMA","Pc","410","","","","","",""
"Baden em Zee","926","E2206768","","","","G","BEYOND","J","MIDDLE BEYOND","8800","De Na Ni Po","M8 VI","M7 D","","ESTDHMA","Pw","423","","","","","",""
"Zydanayl","929","B6775247","","","","","BEYOND","J","MIDDLE BEYOND","4700","Ag Ni","G4 VI","M5 D","","BMDWMMA","Pz","610","","","","","",""
"Maa'El","1024","B4347897","S","","","","BEYOND","J","MIDDLE BEYOND","4700","","G3 IV","M1 V","","BSTWHEA","Pc","500","","","","","",""
"Miller's Paradox","1026","X5667670","","Exomani Philoshophers","R","","BEYOND","J","MIDDLE BEYOND","9000","Ag Ri","M9 V","M7 D","","XMSWHMP","Pc","600","Dangerous philosophy","","","","",""
"Zydterranal","1029","B5546349","","Anagathic spices","","","BEYOND","J","MIDDLE BEYOND","4900","Ag Ni","F6 VI","","","BMSWHMH","Pz","100","","","","","",""
"Yearning","1124","C373100A","N","IDES Pr","R","","BEYOND","J","MIDDLE BEYOND","8000","Lo Ni","F0 V","","","CSDRLNH","Pc","800","Prison planet","","","","",""
"Zydjabr","1130","C6296BFA","","","","","BEYOND","J","MIDDLE BEYOND","7000","Ni","M1 V","M5 D","","CMTWHEH","Pz","800","","","","","",""
"Refinnej","1221","D4269B97","S","","","G","BEYOND","J","MIDDLE BEYOND","4700","Hi In","F6 D","M8 D","","DSTWHEA","Pc","524","","","","","",""
"Salle d'Armes","1222","E6863345","","","","","BEYOND","J","MIDDLE BEYOND","9500","Lo Ni","G1 V","","","EMDWMME","Pc","100","","","","","",""
"Iainthell","1223","D2006579","","","","","BEYOND","J","MIDDLE BEYOND","8900","Na Ni Va","M3 V","M6 D","","DSVDHMH","Pc","100","","","","","",""
"Aerhy","1224","X2000001","","","R","G","BEYOND","J","MIDDLE BEYOND","13100","Ba Lo Ni Va","K3 V","","","XSVDLNI","Pc","014","","","","","",""
"Ktashisnif","1225","D9658794","","Drugs, addictive spices.","","G","BEYOND","J","MIDDLE BEYOND","7400","Ri","G0 V","M1 D","","DLSWHER","Pc","502","","","","","",""
"Dawn","1321","E5838892","","","A","","BEYOND","J","MIDDLE BEYOND","8200","Ri","F8 D","","","EMDRHER","Pc","110","Xenophobic population","","","","",""
"Paldoran","1324","C7637893","","","A","","BEYOND","J","MIDDLE BEYOND","6300","Ri","G8 D","","","CMSRHER","Pc","400","","","","","",""
"Ouiqawah","1325","C2002FF9","","","","","BEYOND","J","MIDDLE BEYOND","8900","Lo Ni Va","M0 V","K9 D","","CSVDMEH","Pc","100","","","","","",""
"No Hope","1421","E9A75975","","","","","BEYOND","J","MIDDLE BEYOND","9500","Fl Ni","M2 VI","","","ELEWMME","Pc","200","","","","","",""
"La Belle","1423","A8675408","S","Relay point","","","BEYOND","J","MIDDLE BEYOND","3800","Ag Ni","F5 V","","","ALSWMNA","Pc","200","","","","","",""
"Wahl's Academy","1425","A86A597A","","Weapons training","","","BEYOND","J","MIDDLE BEYOND","5000","Ni Wa","F8 D","","","ALSAMMH","Pc","100","","","","","",""
"Nueva Espana","1521","X00079B2","","","R","","BEYOND","J","MIDDLE BEYOND","9200","As Na Va","F5 V","","","XAVDHER","Pc","100","Developing culture","","","","",""
"San Souchi","1522","B7278799","","","","G","BEYOND","J","MIDDLE BEYOND","4900","","K6 V","M5 D","","BMTWHEH","Pc","404","","","","","",""
"Zebulon","1523","B6642127","","","","","BEYOND","J","MIDDLE BEYOND","6700","Lo Ni","F4 V","","","BMSWMMA","Pc","110","","","","","",""
"I'Sred*Nihil","1624","A767687C","2","Flame-silk centre","R","G","BEYOND","J","MIDDLE BEYOND","5200","Ag Ni Ri","F9 VI","","","AMSWHMH","Pi","104","ISN","","","","",""
"Gustavius","1625","D5221698","","","","","BEYOND","J","MIDDLE BEYOND","7800","Lo Ni Po","M9 V","M5 D","","DMTRLEA","Pi","600","","","","","",""
"D'Jean","1626","C9873007","","","","","BEYOND","J","MIDDLE BEYOND","7700","Lo Ni","F7 VI","M7 D","","CLDWMNA","Pc","920","","","","","",""
"Mystere","1627","D98A6697","","","","","BEYOND","J","MIDDLE BEYOND","8700","Ni Ri Wa","F4 V","","","DLDAHEA","Pi","900","","","","","",""
"I'Sred*Ni Cluster","1628","A0004A7C","2","","R","G","BEYOND","J","MIDDLE BEYOND","5200","As Ni Va","M0 D","","","AAVDMMH","Pi","924","ISN","","","","",""
"Miramon Luagor","1724","D6864305","","","","","BEYOND","K","I'SRED*NI HEPTAD","7500","Ni","F2 D","","","DMDWMNE","Pi","800","","","","","",""
"Fueris","1725","C3013357","","","","","BEYOND","K","I'SRED*NI HEPTAD","8700","Ic Lo Ni Va","K6 V","M6 D","","CSVDMMA","Pi","920","","","","","",""
"Quintana Roo","1728","C5A05207","","","","","BEYOND","K","I'SRED*NI HEPTAD","7700","De Ni","M6 V","","","CMEDMNA","Pi","110","","","","","",""
"Quatal","1729","D5515D95","","","","","BEYOND","K","I'SRED*NI HEPTAD","6500","Ni Po","F2 D","","","DMSDMEE","Pi","600","","","","","",""
"Tierce","1823","C4345699","","","","","BEYOND","K","I'SRED*NI HEPTAD","6900","Ni","M7 VI","","","CSTWMEH","Pc","120","","","","","",""
"Signature","1825","B8996748","T","","","","BEYOND","K","I'SRED*NI HEPTAD","5800","Ni","F1 D","","","BLEWHMA","Pi","720","","","","","",""
"Sixtol","1826","E5497775","","","","","BEYOND","K","I'SRED*NI HEPTAD","7500","","F1 D","","","EMSWHME","Pi","320","","","","","",""
"Akarana-Zaman","1827","B9696678","S","","","","BEYOND","K","I'SRED*NI HEPTAD","6800","Ni Ri","F1 D","M3 D","","BLSWHMA","Pi","410","","","","","",""
"Ydrogg","1829","C76A4348","","","","","BEYOND","K","I'SRED*NI HEPTAD","6800","Ni Wa","F0 V","","","CMSAMMA","Pc","410","","","","","",""
"I'Sred*Ni Nest","1923","D68398D7","","Birthworld","R","G","BEYOND","K","I'SRED*NI HEPTAD","5700","Hi","F9 III","","","DMDRHEA","Pi","903","ISN homeworld/breeders","","","","",""
